"","x"
"ABCB4",0.23176867728441
"AGRO3",0.182275778172984
"BBDC3",-0.0399033149779647
"BRSR6",0.184157782577771
"EUCA4",0.021438836464946
"HBSA3",0.0245325731622715
"MATD3",0.0198461547558088
"OPCT3",-0.0047031865523872
"PETR4",0.0922309977728949
"PSSA3",0.18122321092941
"TUPY3",0.106955223080759
